"Id","Success","Created","Error"
"001aZ00000dk2uzQAA","true","false",""
"001aZ00000dk2UzQAI","true","false",""
"001aZ00000dk2v0QAA","true","false",""
"001aZ00000dk2V0QAI","true","false",""
"001aZ00000dk2v1QAA","true","false",""
"001aZ00000dk2V1QAI","true","false",""
"001aZ00000dk2v2QAA","true","false",""
"001aZ00000dk2V2QAI","true","false",""
"001aZ00000dk2v3QAA","true","false",""
"001aZ00000dk2V3QAI","true","false",""
"001aZ00000dk2v4QAA","true","false",""
"001aZ00000dk2V4QAI","true","false",""
"001aZ00000dk2v5QAA","true","false",""
"001aZ00000dk2V5QAI","true","false",""
"001aZ00000dk2v6QAA","true","false",""
"001aZ00000dk2V6QAI","true","false",""
"001aZ00000dk2v7QAA","true","false",""
"001aZ00000dk2V7QAI","true","false",""
"001aZ00000dk2v8QAA","true","false",""
"001aZ00000dk2V8QAI","true","false",""
"001aZ00000dk2v9QAA","true","false",""
"001aZ00000dk2V9QAI","true","false",""
"001aZ00000dk2vaQAA","true","false",""
"001aZ00000dk2VaQAI","true","false",""
"001aZ00000dk2vAQAQ","true","false",""
"001aZ00000dk2VAQAY","true","false",""
"001aZ00000dk2vbQAA","true","false",""
"001aZ00000dk2VbQAI","true","false",""
"001aZ00000dk2vBQAQ","true","false",""
"001aZ00000dk2VBQAY","true","false",""
"001aZ00000dk2vcQAA","true","false",""
"001aZ00000dk2VcQAI","true","false",""
"001aZ00000dk2vCQAQ","true","false",""
"001aZ00000dk2VCQAY","true","false",""
"001aZ00000dk2vdQAA","true","false",""
"001aZ00000dk2VdQAI","true","false",""
"001aZ00000dk2vDQAQ","true","false",""
"001aZ00000dk2VDQAY","true","false",""
"001aZ00000dk2veQAA","true","false",""
"001aZ00000dk2VeQAI","true","false",""
"001aZ00000dk2vEQAQ","true","false",""
"001aZ00000dk2VEQAY","true","false",""
"001aZ00000dk2vfQAA","true","false",""
"001aZ00000dk2VfQAI","true","false",""
"001aZ00000dk2vFQAQ","true","false",""
"001aZ00000dk2VFQAY","true","false",""
"001aZ00000dk2vgQAA","true","false",""
"001aZ00000dk2VgQAI","true","false",""
"001aZ00000dk2vGQAQ","true","false",""
"001aZ00000dk2VGQAY","true","false",""
"001aZ00000dk2vhQAA","true","false",""
"001aZ00000dk2VhQAI","true","false",""
"001aZ00000dk2vHQAQ","true","false",""
"001aZ00000dk2VHQAY","true","false",""
"001aZ00000dk2viQAA","true","false",""
"001aZ00000dk2ViQAI","true","false",""
"001aZ00000dk2vIQAQ","true","false",""
"001aZ00000dk2VIQAY","true","false",""
"001aZ00000dk2vjQAA","true","false",""
"001aZ00000dk2VjQAI","true","false",""
"001aZ00000dk2vJQAQ","true","false",""
"001aZ00000dk2VJQAY","true","false",""
"001aZ00000dk2vkQAA","true","false",""
"001aZ00000dk2VkQAI","true","false",""
"001aZ00000dk2vKQAQ","true","false",""
"001aZ00000dk2VKQAY","true","false",""
"001aZ00000dk2vlQAA","true","false",""
"001aZ00000dk2VlQAI","true","false",""
"001aZ00000dk2vLQAQ","true","false",""
"001aZ00000dk2VLQAY","true","false",""
"001aZ00000dk2vmQAA","true","false",""
"001aZ00000dk2VmQAI","true","false",""
"001aZ00000dk2vMQAQ","true","false",""
"001aZ00000dk2VMQAY","true","false",""
"001aZ00000dk2vnQAA","true","false",""
"001aZ00000dk2VnQAI","true","false",""
"001aZ00000dk2vNQAQ","true","false",""
"001aZ00000dk2VNQAY","true","false",""
"001aZ00000dk2voQAA","true","false",""
"001aZ00000dk2VoQAI","true","false",""
"001aZ00000dk2vOQAQ","true","false",""
"001aZ00000dk2VOQAY","true","false",""
"001aZ00000dk2vpQAA","true","false",""
"001aZ00000dk2VpQAI","true","false",""
"001aZ00000dk2vPQAQ","true","false",""
"001aZ00000dk2VPQAY","true","false",""
"001aZ00000dk2vqQAA","true","false",""
"001aZ00000dk2VqQAI","true","false",""
"001aZ00000dk2vQQAQ","true","false",""
"001aZ00000dk2VQQAY","true","false",""
"001aZ00000dk2vrQAA","true","false",""
"001aZ00000dk2VrQAI","true","false",""
"001aZ00000dk2vRQAQ","true","false",""
"001aZ00000dk2VRQAY","true","false",""
"001aZ00000dk2vsQAA","true","false",""
"001aZ00000dk2VsQAI","true","false",""
"001aZ00000dk2vSQAQ","true","false",""
"001aZ00000dk2VSQAY","true","false",""
"001aZ00000dk2vtQAA","true","false",""
"001aZ00000dk2VtQAI","true","false",""
"001aZ00000dk2vTQAQ","true","false",""
"001aZ00000dk2VTQAY","true","false",""
"001aZ00000dk2vuQAA","true","false",""
"001aZ00000dk2VuQAI","true","false",""
"001aZ00000dk2vUQAQ","true","false",""
"001aZ00000dk2VUQAY","true","false",""
"001aZ00000dk2vvQAA","true","false",""
"001aZ00000dk2VvQAI","true","false",""
"001aZ00000dk2vVQAQ","true","false",""
"001aZ00000dk2VVQAY","true","false",""
"001aZ00000dk2vwQAA","true","false",""
"001aZ00000dk2VwQAI","true","false",""
"001aZ00000dk2vWQAQ","true","false",""
"001aZ00000dk2VWQAY","true","false",""
"001aZ00000dk2vxQAA","true","false",""
"001aZ00000dk2VxQAI","true","false",""
"001aZ00000dk2vXQAQ","true","false",""
"001aZ00000dk2VXQAY","true","false",""
"001aZ00000dk2vyQAA","true","false",""
"001aZ00000dk2VyQAI","true","false",""
"001aZ00000dk2vYQAQ","true","false",""
"001aZ00000dk2VYQAY","true","false",""
"001aZ00000dk2vzQAA","true","false",""
"001aZ00000dk2VzQAI","true","false",""
"001aZ00000dk2vZQAQ","true","false",""
"001aZ00000dk2VZQAY","true","false",""
"001aZ00000dk2w0QAA","true","false",""
"001aZ00000dk2W0QAI","true","false",""
"001aZ00000dk2w1QAA","true","false",""
"001aZ00000dk2W1QAI","true","false",""
"001aZ00000dk2w2QAA","true","false",""
"001aZ00000dk2W2QAI","true","false",""
"001aZ00000dk2w3QAA","true","false",""
"001aZ00000dk2W3QAI","true","false",""
"001aZ00000dk2w4QAA","true","false",""
"001aZ00000dk2W4QAI","true","false",""
"001aZ00000dk2w5QAA","true","false",""
"001aZ00000dk2W5QAI","true","false",""
"001aZ00000dk2w6QAA","true","false",""
"001aZ00000dk2W6QAI","true","false",""
"001aZ00000dk2w7QAA","true","false",""
"001aZ00000dk2W7QAI","true","false",""
"001aZ00000dk2w8QAA","true","false",""
"001aZ00000dk2W8QAI","true","false",""
"001aZ00000dk2w9QAA","true","false",""
"001aZ00000dk2W9QAI","true","false",""
"001aZ00000dk2waQAA","true","false",""
"001aZ00000dk2WaQAI","true","false",""
"001aZ00000dk2WAQAY","true","false",""
"001aZ00000dk2wbQAA","true","false",""
"001aZ00000dk2WbQAI","true","false",""
"001aZ00000dk2wBQAQ","true","false",""
"001aZ00000dk2WBQAY","true","false",""
"001aZ00000dk2wcQAA","true","false",""
"001aZ00000dk2WcQAI","true","false",""
"001aZ00000dk2wCQAQ","true","false",""
"001aZ00000dk2WCQAY","true","false",""
"001aZ00000dk2wdQAA","true","false",""
"001aZ00000dk2WdQAI","true","false",""
"001aZ00000dk2wDQAQ","true","false",""
"001aZ00000dk2WDQAY","true","false",""
"001aZ00000dk2weQAA","true","false",""
"001aZ00000dk2WeQAI","true","false",""
"001aZ00000dk2wEQAQ","true","false",""
"001aZ00000dk2WEQAY","true","false",""
"001aZ00000dk2wfQAA","true","false",""
"001aZ00000dk2WfQAI","true","false",""
"001aZ00000dk2wFQAQ","true","false",""
"001aZ00000dk2WFQAY","true","false",""
"001aZ00000dk2wgQAA","true","false",""
"001aZ00000dk2WgQAI","true","false",""
"001aZ00000dk2wGQAQ","true","false",""
"001aZ00000dk2WGQAY","true","false",""
"001aZ00000dk2whQAA","true","false",""
"001aZ00000dk2WhQAI","true","false",""
"001aZ00000dk2wHQAQ","true","false",""
"001aZ00000dk2WHQAY","true","false",""
"001aZ00000dk2wiQAA","true","false",""
"001aZ00000dk2WiQAI","true","false",""
"001aZ00000dk2wIQAQ","true","false",""
"001aZ00000dk2WIQAY","true","false",""
"001aZ00000dk2wjQAA","true","false",""
"001aZ00000dk2WjQAI","true","false",""
"001aZ00000dk2wJQAQ","true","false",""
"001aZ00000dk2WJQAY","true","false",""
"001aZ00000dk2wkQAA","true","false",""
"001aZ00000dk2WkQAI","true","false",""
"001aZ00000dk2wKQAQ","true","false",""
"001aZ00000dk2WKQAY","true","false",""
"001aZ00000dk2wlQAA","true","false",""
"001aZ00000dk2WlQAI","true","false",""
"001aZ00000dk2wLQAQ","true","false",""
"001aZ00000dk2WLQAY","true","false",""
"001aZ00000dk2wmQAA","true","false",""
"001aZ00000dk2WmQAI","true","false",""
"001aZ00000dk2wMQAQ","true","false",""
"001aZ00000dk2WMQAY","true","false",""
"001aZ00000dk2wnQAA","true","false",""
"001aZ00000dk2WnQAI","true","false",""
"001aZ00000dk2wNQAQ","true","false",""
"001aZ00000dk2WNQAY","true","false",""
"001aZ00000dk2woQAA","true","false",""
"001aZ00000dk2WoQAI","true","false",""
"001aZ00000dk2wOQAQ","true","false",""
"001aZ00000dk2WOQAY","true","false",""
"001aZ00000dk2wpQAA","true","false",""
"001aZ00000dk2WpQAI","true","false",""
"001aZ00000dk2wPQAQ","true","false",""
"001aZ00000dk2WPQAY","true","false",""
"001aZ00000dk2wqQAA","true","false",""
"001aZ00000dk2WqQAI","true","false",""
"001aZ00000dk2wQQAQ","true","false",""
"001aZ00000dk2WQQAY","true","false",""
"001aZ00000dk2wrQAA","true","false",""
"001aZ00000dk2WrQAI","true","false",""
"001aZ00000dk2wRQAQ","true","false",""
"001aZ00000dk2WRQAY","true","false",""
"001aZ00000dk2wsQAA","true","false",""
"001aZ00000dk2WsQAI","true","false",""
"001aZ00000dk2wSQAQ","true","false",""
"001aZ00000dk2WSQAY","true","false",""
"001aZ00000dk2wtQAA","true","false",""
"001aZ00000dk2WtQAI","true","false",""
"001aZ00000dk2wTQAQ","true","false",""
"001aZ00000dk2WTQAY","true","false",""
"001aZ00000dk2wuQAA","true","false",""
"001aZ00000dk2WuQAI","true","false",""
"001aZ00000dk2wUQAQ","true","false",""
"001aZ00000dk2WUQAY","true","false",""
"001aZ00000dk2wvQAA","true","false",""
"001aZ00000dk2WvQAI","true","false",""
"001aZ00000dk2wVQAQ","true","false",""
"001aZ00000dk2WVQAY","true","false",""
"001aZ00000dk2wwQAA","true","false",""
"001aZ00000dk2WwQAI","true","false",""
"001aZ00000dk2wWQAQ","true","false",""
"001aZ00000dk2WWQAY","true","false",""
"001aZ00000dk2wxQAA","true","false",""
"001aZ00000dk2WxQAI","true","false",""
"001aZ00000dk2wXQAQ","true","false",""
"001aZ00000dk2WXQAY","true","false",""
"001aZ00000dk2wyQAA","true","false",""
"001aZ00000dk2WyQAI","true","false",""
"001aZ00000dk2wYQAQ","true","false",""
"001aZ00000dk2WYQAY","true","false",""
"001aZ00000dk2wzQAA","true","false",""
"001aZ00000dk2WzQAI","true","false",""
"001aZ00000dk2wZQAQ","true","false",""
"001aZ00000dk2WZQAY","true","false",""
"001aZ00000dk2x0QAA","true","false",""
"001aZ00000dk2X0QAI","true","false",""
"001aZ00000dk2x1QAA","true","false",""
"001aZ00000dk2X1QAI","true","false",""
"001aZ00000dk2x2QAA","true","false",""
"001aZ00000dk2X2QAI","true","false",""
"001aZ00000dk2x3QAA","true","false",""
"001aZ00000dk2X3QAI","true","false",""
"001aZ00000dk2x4QAA","true","false",""
"001aZ00000dk2X4QAI","true","false",""
"001aZ00000dk2x5QAA","true","false",""
"001aZ00000dk2X5QAI","true","false",""
"001aZ00000dk2x6QAA","true","false",""
"001aZ00000dk2X6QAI","true","false",""
"001aZ00000dk2x7QAA","true","false",""
"001aZ00000dk2X7QAI","true","false",""
"001aZ00000dk2x8QAA","true","false",""
"001aZ00000dk2X8QAI","true","false",""
"001aZ00000dk2x9QAA","true","false",""
"001aZ00000dk2X9QAI","true","false",""
"001aZ00000dk2xaQAA","true","false",""
"001aZ00000dk2XaQAI","true","false",""
"001aZ00000dk2xAQAQ","true","false",""
"001aZ00000dk2XAQAY","true","false",""
"001aZ00000dk2xbQAA","true","false",""
"001aZ00000dk2XbQAI","true","false",""
"001aZ00000dk2xBQAQ","true","false",""
"001aZ00000dk2XBQAY","true","false",""
"001aZ00000dk2xcQAA","true","false",""
"001aZ00000dk2XcQAI","true","false",""
"001aZ00000dk2xCQAQ","true","false",""
"001aZ00000dk2XCQAY","true","false",""
"001aZ00000dk2xdQAA","true","false",""
"001aZ00000dk2XdQAI","true","false",""
"001aZ00000dk2xDQAQ","true","false",""
"001aZ00000dk2XDQAY","true","false",""
"001aZ00000dk2xeQAA","true","false",""
"001aZ00000dk2XeQAI","true","false",""
"001aZ00000dk2xEQAQ","true","false",""
"001aZ00000dk2XEQAY","true","false",""
"001aZ00000dk2xfQAA","true","false",""
"001aZ00000dk2XfQAI","true","false",""
"001aZ00000dk2xFQAQ","true","false",""
"001aZ00000dk2XFQAY","false","false","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Account Resolution: bad value for restricted picklist field: Out of Segment:Account_Resolution__c --"
"001aZ00000dk2xgQAA","true","false",""
"001aZ00000dk2XgQAI","true","false",""
"001aZ00000dk2xGQAQ","true","false",""
"001aZ00000dk2XGQAY","true","false",""
"001aZ00000dk2xhQAA","true","false",""
"001aZ00000dk2XhQAI","true","false",""
"001aZ00000dk2xHQAQ","true","false",""
"001aZ00000dk2XHQAY","true","false",""
"001aZ00000dk2xiQAA","true","false",""
"001aZ00000dk2XiQAI","true","false",""
"001aZ00000dk2xIQAQ","true","false",""
"001aZ00000dk2XIQAY","true","false",""
"001aZ00000dk2xjQAA","true","false",""
"001aZ00000dk2XjQAI","true","false",""
"001aZ00000dk2xJQAQ","true","false",""
"001aZ00000dk2XJQAY","true","false",""
"001aZ00000dk2xkQAA","true","false",""
"001aZ00000dk2XkQAI","true","false",""
"001aZ00000dk2xKQAQ","true","false",""
"001aZ00000dk2XKQAY","true","false",""
"001aZ00000dk2xlQAA","true","false",""
"001aZ00000dk2XlQAI","true","false",""
"001aZ00000dk2xLQAQ","true","false",""
"001aZ00000dk2XLQAY","true","false",""
"001aZ00000dk2xmQAA","true","false",""
"001aZ00000dk2XmQAI","true","false",""
"001aZ00000dk2xMQAQ","true","false",""
"001aZ00000dk2XMQAY","true","false",""
"001aZ00000dk2xnQAA","true","false",""
"001aZ00000dk2XnQAI","true","false",""
"001aZ00000dk2xNQAQ","true","false",""
"001aZ00000dk2XNQAY","true","false",""
"001aZ00000dk2xoQAA","true","false",""
"001aZ00000dk2XoQAI","true","false",""
"001aZ00000dk2xOQAQ","true","false",""
"001aZ00000dk2XOQAY","true","false",""
"001aZ00000dk2xpQAA","true","false",""
"001aZ00000dk2XpQAI","true","false",""
"001aZ00000dk2xPQAQ","true","false",""
"001aZ00000dk2XPQAY","true","false",""
"001aZ00000dk2xqQAA","true","false",""
"001aZ00000dk2XqQAI","true","false",""
"001aZ00000dk2xQQAQ","true","false",""
"001aZ00000dk2XQQAY","true","false",""
"001aZ00000dk2xrQAA","true","false",""
"001aZ00000dk2XrQAI","true","false",""
"001aZ00000dk2xRQAQ","true","false",""
"001aZ00000dk2XRQAY","true","false",""
"001aZ00000dk2xsQAA","true","false",""
"001aZ00000dk2XsQAI","true","false",""
"001aZ00000dk2xSQAQ","true","false",""
"001aZ00000dk2XSQAY","true","false",""
"001aZ00000dk2xtQAA","true","false",""
